W_apple,D_apple,W_orange,D_orange,W_grape,D_grape
8.055428290427065,66.9856758783541,7.666589811144558,80.0306057287586,3.323652813549935,64.63946366987298
5.693092615906957,61.52378802680383,5.123547071018249,72.74083530023806,2.058755636069579,51.63388857454083
6.695223915768681,69.73849187936108,6.024651946175782,77.35752877650206,0.9131994096498754,61.77600905849472
8.881340875352489,73.49587981158737,5.851928150750688,68.99845466976167,1.9189091659321942,63.02359445025422
8.234705325020961,64.86364263866244,4.373798986294042,80.23146172885961,3.2126948224137823,46.74600849473566
3.3073050589408624,74.7404887449343,6.370829482495967,78.32927980889963,1.1217053987544623,54.53600583597709
6.645601410837034,57.66464487649345,5.261955249769328,72.88404288458791,2.3803443861431037,62.659202371315295
4.737841625136602,31.67083217511515,5.015635389158342,75.32307230880768,1.7037528917027314,64.65609336674761
4.821219704394636,30.641318181763314,6.174805578329615,80.10264730725454,1.484121251892073,59.92835793034576
5.711177466868929,45.39467438417049,6.022277322551882,77.87008426126872,2.804233188735683,51.71744552009119
5.249490783754304,67.05622735803917,6.133963064806681,83.68303242042018,1.8745073059454018,59.3494197666007
7.518875602161244,68.9760617846129,7.9605566019446945,86.26606296359184,1.9380230074088292,47.354885587756236
6.318156006431231,73.2365637970205,5.235915217614714,78.14197029887298,1.9036347363622192,54.670973288365836
5.21074731057736,32.930466084696825,5.113229759760878,72.57083568295725,1.6916462977609148,58.61178166321039
5.768793670726847,32.00569999444488,6.520279691536588,78.30321215283445,2.285726989160329,65.93933488383908
5.5779408881936,71.09776183651653,5.051681449445097,73.27558315955106,1.0280726759992649,67.12401166644915
7.5878208652343915,43.72710142632877,5.80461539743523,84.39873940147594,1.9923274039038805,55.895498927400084
4.644655463565016,55.10943302743347,4.364509166587823,76.72467533941358,1.9570353130771994,57.42790628361027
5.542249165468176,74.21001973503195,6.558474331494602,91.7859541314843,1.5319587924337208,52.52116142510994
3.5206627850013104,48.020184063116545,4.683199721461893,74.25998187263129,1.4238688043593157,49.61471966474184
0.5780919277694654,59.964212923942796,5.401111982604612,76.56280665878222,1.826459164175544,64.38959225244982
6.132100616074512,48.03958036343934,6.120228319501842,83.71788370130272,1.5311084029444548,69.52108819422367
6.497247416326378,64.56875990082509,4.285913922350709,76.00762610146435,1.1391682889520351,60.74873229322149
3.7145324770556503,53.74716265077896,6.0478236923166335,80.09380833762899,1.7905464089919847,76.44745164393744
8.931330329460929,40.68854120938574,6.794541864368332,86.83656491191205,2.2654408538353943,65.2485174622817
2.480964758810755,42.20877455663098,5.0240547704522065,79.65413339608087,1.0785732962653476,56.302466727097
5.079256076845124,41.612664564228325,5.469504519091814,78.67243452195011,1.6016940702351925,60.98554430002252
4.675788061398904,53.954414771635236,4.97870817448483,78.43332262774427,2.465047207113288,59.018833996462554
7.654851476054356,61.643505720704894,6.124551278748616,82.42009841265676,2.263882452808973,60.496189204283525
7.545004044014201,72.71759550194139,4.389756720821709,79.26213201646769,0.9587576450920354,60.94373006873625
5.268376813809063,61.2339318787341,6.660834768757241,82.16229617320569,2.7858950659870736,68.83367663789465
5.654996697469226,65.15367797830757,6.485623871390327,76.15685604277941,2.393317457740893,52.81607089425095
3.462309978869124,37.60167521390545,5.345283229087966,73.89992680255632,1.4935917475207594,55.81032018626226
1.5691598775831674,46.83281812532965,4.708010760105533,78.90875940462512,3.2346752410431607,59.975629224889886
4.397398480796614,48.62010989362197,7.5951282980081345,80.69130348007901,2.393638895237965,66.6932746421677
5.27080435819911,60.88711035002129,5.621702465565505,80.34507282515897,3.841260333403916,52.73206821445603
7.1309259670989125,43.315138936959315,6.301676063376531,81.98898623179849,0.31284628701565964,65.51755877965823
7.082582988091584,43.648136463884974,5.636310290726313,80.1633434893986,1.6420031164991653,62.524749300406
4.3291302731154735,46.01501195883907,7.065890605792004,86.31586386322839,2.269876320198178,62.59438857529558
4.476396276735697,66.46359366944546,5.658292263627986,77.64616749055068,3.319184634163112,54.1973065386252
3.183852990076802,55.99155405195069,5.116739259704768,76.7435010091428,2.6585530305583682,61.26691544036191
2.540456785146865,33.387477592473054,4.697819957357671,77.23972291958069,1.4353036497525569,68.54451169247638
2.0446533383972447,33.52107448607109,6.1042821017407665,83.50216977793629,2.8216912677420933,54.23748322753961
8.378842098696717,46.70791249271247,5.664897031071884,82.5393599943724,0.9826980245349919,68.80415104912905
4.117256527017808,64.49659727727712,5.342611559193396,79.79563060329087,1.769240347076607,72.71937447668904
4.241233052119172,60.990754191540624,6.1151839607518585,83.24066247935383,2.3765208015123025,64.37724736795037
2.830094784906983,61.859205959303395,4.206798843176054,76.88341128838888,1.4207570865848582,53.853602457798395
